"x"
-0.449500618942852
-0.449927850233595
-0.0991362840357039
-0.0999938820916937
-0.538096853804952
-0.540366660615908
-0.189880296032306
-0.188587589486409
-0.721477986086504
-0.719880468930464
-0.368290996547492
-0.370628725807825
