"x"
-0.450179608981007
-0.448706615696761
-0.0993846861811748
-0.0994542239887852
-0.49974617713948
-0.498820274764764
-0.150092382530924
-0.148120949622036
-0.600847894562956
-0.600491563544117
-0.248228670251099
-0.250214977309705
