"x"
-0.449376445093568
-0.448372174636917
-0.0993839492384634
-0.0997875700672377
-0.470577693556794
-0.468153025352243
-0.11848588153572
-0.118410372988456
-0.511179245095057
-0.512173576863972
-0.160934665722677
-0.160233922259824
