"x"
-0.449428978705761
-0.453198209595372
-0.0990170525726448
-0.0979142880414423
-0.460520468246611
-0.460818106234179
-0.110998047592895
-0.110172564192274
-0.479616666034557
-0.480997217920018
-0.130246491329254
-0.130130975005659
