"","bias","bias_mcse","MSE","MSE_mcse","empSE","empSE_mcse","modSE","modSE_mcse","coverage","coverage_mcse"
"X1",-0.0118300203901445,0.00470910358950685,0.044469086959227,0.00143880079455676,0.210597514784511,0.00333067185352311,0.21114680096973,9.93974576805312e-05,0.947,0.0050095408971282
"X2",-0.00948820596140316,0.00479394439991315,0.0460308499683739,0.00149453262697147,0.214391711171205,0.00339067836938741,0.208538136234494,9.27697835448796e-05,0.944,0.00514120608417908
"X3",-0.00519471257853771,0.00469675205177163,0.0441238852305798,0.00144656064466542,0.210045137224459,0.00332193581314929,0.207778521271918,8.51895801682422e-05,0.9495,0.00489641450451246
"X4",-0.00261675812513818,0.00472496374443472,0.0446350869131444,0.00138785053805509,0.21130680247556,0.00334188948138088,0.205433023840799,7.52587211573069e-05,0.945,0.00509779364038993
"X5",-0.00612727622947902,0.00471572264463866,0.0444913855962469,0.00148776316209159,0.210893527928943,0.00333535340282552,0.212631174829307,0.000108402980948656,0.9575,0.00451075104611194
"X6",-0.0053220328823233,0.00471043269258604,0.0443824881606158,0.00133785473992686,0.210656954081195,0.0033316119063659,0.210094527675186,9.60001531206872e-05,0.9495,0.00489641450451246
"X7",-0.00602026343300856,0.00458820597379046,0.0421184600535979,0.00131123771581401,0.205190809043322,0.003245162949722,0.208038931550592,8.77969485402757e-05,0.9535,0.00470838348055891
"X8",0.00151876732062833,0.00452035914260905,0.0408491665637345,0.00135177276054391,0.20215660651173,0.00319717599707347,0.20589505864709,7.77464061268632e-05,0.951,0.00482695556225661
"X9",-0.00560808892443574,0.00486513940138594,0.0473469438698254,0.00149734413251803,0.217575648430232,0.00344103342805406,0.215940332026191,0.0001245474804738,0.954,0.00468422885862764
"X10",0.000609303950548683,0.00470199500541001,0.0441957765560746,0.00139706757761717,0.210279609239226,0.00332564406840016,0.213302602315083,0.000117149251588903,0.9595,0.00440793318914885
"X11",-0.014009867151231,0.00462148337963332,0.0428911355254209,0.001372094208322,0.206679019874911,0.00326869951393053,0.209890995957575,9.51083353457381e-05,0.9525,0.00475624589355933
"X12",-0.00759743518990719,0.00459973765044158,0.0423517363407917,0.0013492539974121,0.205706521301051,0.00325331911577691,0.207255748797976,8.33970104226092e-05,0.9465,0.00503178646208283
