"x"
-0.44943302180258
-0.451191919631836
-0.0984469659425566
-0.0995229307666039
-0.468157048913468
-0.46936193219684
-0.120582483072329
-0.119308039418981
-0.510875487406446
-0.50946057474496
-0.160204752637494
-0.159959249521127
