"x"
-0.449282788099284
-0.450749465246647
-0.0997014132221424
-0.100064339823206
-0.470953787478394
-0.471233756084139
-0.122977380324926
-0.123334805230346
-0.508767218258988
-0.511314350499979
-0.159763001882021
-0.158980496509497
