"x"
-0.450142190477531
-0.450349735889607
-0.100746108601384
-0.100974778980516
-0.538665864261634
-0.541248258444284
-0.189148718969353
-0.190862623761579
-0.718135887499759
-0.719482101967504
-0.368924376286586
-0.367606556320499
