"x"
-0.451197890227192
-0.451128823477773
-0.100679676959789
-0.101774371187961
-0.461081535968892
-0.460198780415905
-0.110872472008569
-0.110828354275767
-0.480186992403768
-0.479567001469759
-0.130213287891024
-0.130691107608943
