"x"
-0.450869696699811
-0.45001811486972
-0.0992438445481012
-0.0994202574037528
-0.468887930868904
-0.469457380533482
-0.120381177920639
-0.119976631680786
-0.51015460407696
-0.509935194933846
-0.160539532001192
-0.159160267714451
