"x"
-0.448771279240086
-0.448978984722512
-0.0994295237738382
-0.102194968110203
-0.499354987506248
-0.501102706807176
-0.15134501032589
-0.151725212163144
-0.601027368760756
-0.600082751381395
-0.250609179439243
-0.249538302682071
